data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
cửa_hàng giao hàng đóng_gói cẩn thận.sản phẩm quá tốt để chiến game chơi lâu cũng không bị quá nóng sạc cũng rất nhanh nói_chung trong tầm giá 4tr thì con này quá ổn_áp,,,,,,Positive,Positive,,,,
"Ngoại_hình máy nhìn sang , đẹp , cầm rất đã , mọi thứ đều rất mượt nói_chung trong tầm giá này thì con này rất ok để mọi người mua và trải_nghiệm .",,,Positive,,Positive,,Positive,,,,
"Mấy lần từng mua thấy tốt hài_lòng nhưng lần này mua về mình check kiểm_tra máy thì được có 34gb tháng , mấy lần mua trước thì 108gb gì í cũng tạm được , lần này thất_vọng tràn_trề , không biết nên mua sau_này nữa không : ) )",,,,,,,,,,Negative,
"Điện_thoại còn nguyên seal , nguyên kiện , đóng_gói uy_tín , điện_thoại đẹp , xài tốt",,,,,Positive,Positive,,,,,
"ọp_ẹp tạm không có . đóng_gói quá tệ , hộp máy chỉ bọc 1 lớp nilon mỏng . cầm cái máy cảm_giác rẻ_tiền .",,,,,,Negative,,,,,
"Nhựa mỏng dễ gãy lừa_đảo loa bị rè , âm_lượng nhỏ ,",,,,,Negative,,,,,Negative,
Đơn_vị vận_chuyển cung_cấp mã_số theo_dõi,,,,,,,,,Neutral,,
"Máy mới nguyên seal , mượt , đẹp đúng màu trắng em thích . Đóng_gói chắc_chắn có bao ngoài tránh mưa ướt hộp . Cảm_ơn cửa_hàng , có dịp sẽ ủng_hộ tiếp .",,,,,Positive,Positive,,,,,
95% ám màn xíu viền hơi xước không sao ns chung sử_dụng ok,,,,Positive,,,,,,Positive,
Chất_lượng sản_phẩm : mức giá khớp với thông_tin sản_phẩm ; dịch_vụ cửa_hàng theo quy_trình .,,,,,,,Neutral,Neutral,,,
"giao hàng nhanh , fpt sẽ xấp xếp cửa_hàng ở gần cho ng đi giao luôn quá nhanh , rẻ hơn mua ở cửa_hàng",,,,,,,Positive,,Positive,,
"Sau 10 ngày sử_dụng điện_thoại quá ok sử_dụng mượt_mà , đội_ngũ nhân_viên cửa_hàng nhiệt_tình , quá tốt la.GÓP Ý là cửa_hàng sau gói hàng điện_thoại nên có hộp thay_vì chỉ cuốn mỗi màng bảo_vệ chống sốc nhé.Còn lại là 10đ",,,Positive,,,Negative,,Positive,,,
"Không hiểu sao giá lại đắt như_thế , mấy con khác cùng cấu_hình rẻ hơn cả triệu .",,,,,,,Negative,,,,
Nhận hàng ưng_ý lắm ạ . Sử_dụng theo_dõi xem thế_nào . Nhưng máy xịn nha . 10 Điểm cho cửa_hàng . Ưng,,,,,,,,,,Positive,
"Lần đầu mua điện_thoại trên shoppee , nhận hàng còn nguyên không móp méo …",,,,,,,,,,Positive,
lấy xu là chủ_yếu cửa_hàng phục_vụ khá ok,,,,,,,,Positive,,,
"Camera tele chụp không nét , ảnh chụp xa bị mờ . Máy nóng khủng_khiếp khi sử_dụng 4g . Ship giao nhầm hàng , tốn thời_gian hoàn_trả .",,Negative,,,,,,,Negative,,
Nhóm màu : màu đen  Thời_lượng pin : hơi kém . đặt màu đen thì gửi màu vàng,Negative,,,,,Negative,,,,,
Khả_năng lưu_trữ : 32gb Nhóm màu : nhiều màu máy tốt,,,,,,,,,,Positive,
Rất uy tìn,,,,,,,,,,Positive,
Thời_gian giao hàng như dự_kiến của sàn thương_mại_điện_tử .,,,,,,,,,Neutral,,
variation 3 : bạc variation 1 : nguyên seal chất trong tầm giá,,,,,,Positive,Positive,,,,
Màu_sắc : màu trắng Phiên_bản : likenew 99% hình_thức tốt . đang chờ sử dụng một thời_gian đánh_giá lai sau .,,,,,,,,,,Positive,
Rất hài_lòng,,,,,,,,,,Positive,
"Các pháp_sư chài na nhận 1 lạy , rẻ ghê mà hiệu_năng ngon , cam vs loa hơi cùi nhưng_mà chấp_nhận được nhá anh_em , được nnay là quá oke rồi",,Negative,Positive,,,,Positive,,,,
"Màn_hình có hỗ_trợ tần_số quét cao , mình chưa rõ cách kích_hoạt tính_năng này .",,,,Neutral,,,,Neutral,,,
Tính_năng nổi_bật : 4g Chất_lượng sản_phẩm : xuất_sắc Đúng với mô_tả : đúng quá đẹp luôn màn_hình to sóng 4g căng đét phím bấm êm nhẹ.mọi chức_năng đầy_đủ đúng mô tả.hàng chính hãng cửa_hàng giao hàng cũng nhanh đóng_gói rất cẩn_thận sản_phẩm xuất sắc.sale ....,,,,Positive,Positive,Positive,,,Positive,,
Anh_em mua điện_thoại thì coi_chừng điện_thoại này không phải oppo reno 4z 5g đâu mà là oppo a92s ram 8g bộ_nhớ 128g thôi,,,,,,,,,,Negative,
"Chất_lượng sản_phẩm : chạy khá mượt_mà Tính_năng nổi_bật : đầy_đủ các tính_năng mở khoá như face id , fingerprint Đúng với mô_tả : đúng với mô_tả , 4gb ram có_thể nâng lên thêm 1 - 4g b",,,,,,,,,,Positive,
"Hàng đẹp , it tray xuoc , ổn_định chưa thấy phát_sinh vấn_đề gì ..",,,,,Positive,,,,,,
"Đúng với mô_tả : đúng Tính_năng nổi_bật : như trong mô_tả Chất_lượng sản_phẩm : tốt Máy và màn_hình zin tốt , có kèm theo cả dây sạc và củ sạc . Dịch_vụ người bán tốt . Máy khá rẻ phù_hợp với người có thu_nhập trung bình-thấp. Máy này là bản nhật , không phải quốc_tế .",,,,Positive,,,Positive,Positive,,,
"Kinh_tế mình không nhiều nên lựa_chọn lg v50 , mình thấy máy thực_sự đáng tiền , hiệu_năng còn rất ổn , lên được ad12 luôn . Máy có một_số xước nhẹ và lỗi pin nhưng cửa_hàng hỗ_trợ nhiệt_tình còn được fix tiền thay pin mới . Rất tốt nha",Positive,,Positive,,Positive,,Positive,,,,
"Dung_lượng lưu_trữ : 128gb Nhóm màu : trắng băng_tuyết Phân_loại sản_phẩm : 6gb điện_thoại tuyệt_vời . tuy_nhiên để ở chế_độ chạm vào màn_hình đang tắt thì hiển_thị đồng_hồ , mà bỏ vào túi quần thì điện_thoại tự_động mở tùm_lum các ứng_dụng . tóm_lại , phải tắt chế_độ này đi mặc_dù có nhu_cầu .",,,,,,,,,,Negative,
shipping phí cao giao chậm hiệu_năng quá nhiệt camera thiếu ổn_định,,Negative,Negative,,,,,,Negative,,
"Nhóm Màu_sắc : màu ngẫu_nhiên sản_phẩm : sản_phẩm sử_dụng ổn , giao hàng siêu nhanh và tư_vấn nhiệt_tình , máy rất đẹp , từ ngoại_hình tới chất_lượng đều rất tốt , rất đáng đồng_tiền mình bỏ ra , cảm_ơn cửa_hàng nhiều",,,,,Positive,,Positive,,Positive,,
"Cửa_hàng uy tín có tâm . Em thật may mắn khi mua đúng nơi đúng chỗ . Cửa_hàng giao hàng nhanh gọn lẹ . Đóng gói cẩn thận chất_lượng tuyệt_vời lắm nè . Em dùng mà ai nhìn vào cũng khen , họ còn nhờ mua mua hộ nữa .",,,,,,Positive,,,Positive,,
"sim 5g viettel gắn vào máy chỉ hiện lte , sim gắn lên s23 ultra thì hiện 5g , cùng vị_trí nhà . không hiểu ntn .",,,,,,,,,,Positive,
"Cửa_hàng đóng_gói cẩn_thận , giao hàng nhanh_chóng , đã mua hơn 10 sản_phẩm từ cửa_hàng , rất tốt , sẽ ủng_hộ cửa_hàng dài_dài",,,,,,Positive,,,Positive,,
"Nhóm màu : vàng Dung_lượng lưu_trữ : 6 gb +128 gb tuỳ chọn màu_sắc rực_rỡ , tuỳ chọn màu_sắc rực_rỡ , máy_ảnh chất_lượng cao cho những bức ảnh tuyệt đẹp , máy_ảnh chất_lượng cao cho những bức ảnh tuyệt đẹp ,",,Positive,,,Positive,,,,,,
"Về phần_mềm , có ai biết cách tắt âm_thanh khi chụp ảnh không ?",,,,,,,,,,Neutral,
Game oke đấy mà lâu_lâu bị tắt,,,,,,,,,,Negative,
"điện_thoại tầm trung , khá ổn rồi .",,,,,,,,,,Positive,
"màn_hình loang_lổ sai màu_sắc loa rè , lag ,",,,Negative,Negative,,,,,,Negative,
Đúng với mô_tả : không đúng Chất_lượng sản_phẩm : bình_thường sử_dụng lâu nóng máy Tính_năng nổi_bật : không có,,,,,,,,,,Negative,
"Với giá này thì sản_phẩm rất tốt , màn_hình đẹp , to , rõ",,,,Positive,,,,,,,
điện_thoại ok ngon pin trâu dành cho shipper,Positive,,,,,,,,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb các tính_năng đổi_mới , chất_lượng camera ấn_tượng , tính_năng sạc nhanh , màn_hình sắc nét ,",Positive,Positive,,Positive,,,,,,,
"Đóng_gói không có chống sốc , chỉ bọc qua_loa . Ship mất gần 2 tuần mới tới nơi . Hiệu_năng kém , không chơi được game nặng . Chăm_sóc khách_hàng không nghe điện_thoại .",,,Negative,,,Negative,,Negative,Negative,,
"Chất_lượng sản_phẩm : hàng chính hãng tốt trong tầm giá Đúng với mô_tả : đúng Tính_năng nổi_bật : trigger cảm_ứng mua giá sale 3 triệu 500 , giá này thì ngon rồi vừa tầm , cam xấu chống mù , giao hàng nhanh , màn_hình xấu , có nfc , pin trâu có sạc nhánh , ai mà game thì nên mua còn xem phim , chụp ảnh thì mua khác cái khác đi .",Positive,Negative,,Negative,,,Positive,,Positive,,
"Nhóm màu : vàng chất_lượng : thương_hiệu đáng tin_cậy ,",,,,,,,,,,Positive,
"thất_vọng không đúng thực_tế âm_thanh rè , loa kém chất_lượng ,",,,,,,,,,,Negative,
camera quay video bị giật hình . chất_liệu máy làm bằng nhựa rẻ_tiền . màn_hình bị loá dưới ánh nắng . hiệu_năng không đáp_ứng được nhu_cầu edit ảnh . chăm_sóc khách_hàng nói_chuyện thiếu chuyên_nghiệp . đơn hàng bị huỷ mà không có lý_do,,Negative,Negative,Negative,Negative,,,Negative,,,
Rất lag,,,Negative,,,,,,,,
"phần_mềm hay crash sau vài ngày dùng . khác với mô_tả hệ_điều_hành ổn_định . tính_năng cập_nhật tự_động gây lỗi . nhiều app bị văng , rollback rắc_rối",,,Negative,,,,,,,Negative,
Chất_lượng sản_phẩm : tốt Đúng với mô_tả : i như hình_ảnh,,,,,,,,,,Positive,
Chất_lượng sản_phẩm : camera chụp ở điều_kiện_đủ sáng cho kết_quả bình_thường .,,Neutral,,,,,,,,,
"Đầu năm mua s24u , 2 tháng sau mua s25u . Mình không rành công_nghệ nhưng sử_dụng rồi thì thấy khác",,,,,,,,,,Neutral,
màu : matte dòng sản_phẩm tương_thích : iphone 14 promax sản_phẩm tốt.đẹp.giao hàng nhanh . 5 sao,,,,,Positive,,,,Positive,,
"Quá_trình giao hàng mất khoảng vài ngày , đúng như thông_báo của cửa_hàng . Đóng_gói sản_phẩm ở mức cơ_bản .",,,,,,Neutral,,Neutral,Neutral,,
Đúng với mô_tả : đúng Tính_năng nổi_bật : chơi game tốt Chất_lượng sản_phẩm : tốt,,,,,,,,,,Positive,
"Hàng đẹp , chất_lượng ổn , giao hàng nhanh , đóng_gói cẩn_thận , ưng",,,,,Positive,Positive,,,Positive,,
"Lần thứ 4 mua ở thelinh rồi , máy vẫn cực_kỳ mới và zin 10 điểm cho cửa_hàng , chúc cửa_hàng làm_ăn phát_đạt",,,,,,,,,,Positive,
"Đã nhận hàng đúng như quảng_cáo chỉ có_điều mẹ chê to nên lại liên_hệ cửa_hàng để đổi con khác nhưng cửa_hàng không đổi mình lại ra chi_nhánh cửa_hàng bán lại chịu lỗ cửa_hàng thu_mua lại trừ 20% , anh_chị e nào mua thì chú_ý nhé",,,,,,,,,,Negative,
rất tuyệt trong tầm giá ạ,,,,,,,Positive,,,,
"Nhóm màu : đen sản_phẩm rất moi cam on cửa_hàng con khuyến mãi ốp lưng màn_hình rõ_ràng và sống_động ,",,,,Positive,,,,,,,
"dễ bị móp thiếu_phụ kiện wifi yếu , gps lỗi . trong hộp thiếu tai nghe như mô_tả , wifi bắt sóng rất yếu , gps thì cứ đứng im một chỗ . liên_hệ bảo_hành thì hẹn lần hẹn lữa .",,,,,,,,Negative,,,
"Giao hàng nhanh , điện_thoại không xây xước gì , con này phù_hợp với anh_em hay đánh game nhé",,,,,Positive,,,,Positive,,
"mua giá 6tr5 nếu_mà bỏ vài trăm mua a56 thì xịn hơn , quà thì đợt đầu tặng đồng_hồ tai nghe , giờ taejng có mỗi tai nghe , mà mình không thích tai nghe đổi đồng_hồ cũng không cho . nói_chung không thích lm .",,,,,,,,,,Negative,
camera màu xám shipping giao muộn đóng hàng thiếu sách hướng_dẫn,,Positive,,,,Negative,,,Negative,,
Dùng mấy ngày vẫn khá ngon chưa biết lâu_dài thế_nào mog là không phải hàng dựng vote 5sao Okkkkkkk,,,,,,,,,,Positive,
Máy hỏng không dùng được yêu_cầu hỗ_trợ nhưng nhân_viên nói_chuyện rất khó nghe .,,,,,,,,Negative,,,
"chăm_sóc khách_hàng tệ , khách hỏi thì chửi bảo trẻ trâu , đuổi khách cút ra hàng khác nói có sách mách có chứng . tôi bỏ tiền ra không phải để mua thái_độ của bạn",,,,,,,,Negative,,,
"Nhóm màu : desert Dung_lượng lưu_trữ : 256gb hàng chuẩn nguyên zin , còn seal rất yên_tâm , mua lazada đúng an_tâm , không làm minh thất_vọng",,,,,,Positive,,,,Positive,
Máy chạy đúng phiên_bản phần_mềm đã được giới_thiệu . Có ai biết cách cài_đặt tính_năng X trên máy này không ?,,,,,,,,,,Neutral,
hinh ảnh và video chỉ mang tính_chất nhận su còn chất_lượng của sản_phẩm bình_thường so với tiền noi chung la tốt nhe mọi người,,,,,,,Positive,,,,
"Nhóm màu : màu ngẫu_nhiên sản_phẩm : ngon , bổ , rẻ , chất_lượng , tặng cửa_hàng 5 sao",,,,,,,Positive,,,,
đèn flash yếu thiếu ốp lưng mất sóng liên_tục,,,,,,,,,,Negative,
Variation 3 : mỹ 2 sim 99% 128gb chất_lượng không như cửa_hàng mô_tả ! chỉ đạt mức 90 + % xát xước nhiều đặc_biệt là khung viền máy ! trong khi đó mình đặt mua máy 99% thật thất_vọng !,,,,,Negative,,,,,,
"máy đúng mô_tả , nhưng tiền sao máy vậy , ổn_áp nhưng lỗi là bắt wifi hơi kém",,,,,,,Positive,,,,
"Đóng_gói xốp ít , ship hỏng phụ_kiện . Pin kém gọi video , camera rung lắc hình .",Negative,Negative,,,,Negative,,,,,
"Nhóm màu : đen chất_lượng máy_ảnh tuyệt_vời để chụp lại khoảnh_khắc ,",,Positive,,,,,,,,,
Máy đẹp cửa_hàng rất uy_tín,,,,,Positive,,,,,,
Chất_lượng sản_phẩm : tuyeet voiw Tính_năng nổi_bật : đầy_đủ tính_năng của apple Đúng với mô_tả : chuẩn những gì đã mô_tả cửa_hàng ảnh mang tính_chất nhận xu,,,,,,,,,,Positive,
Giao hàng nhanh.gói hàng tương_đối ổn.giá cả phải chăng.có nhu_cầu là ủng_hộ thêm nữa.shiper nhiệt_tình thận thiện ...,,,,,,Positive,Positive,,Positive,,
máy chạy êm_ru . các ứng dụng chạy rất mượt . chụp hình quay_phim rất net . rất tuyệt luôn  quan trọng hơn là cửa_hàng gửi sản phẩm mới chính hãng như đã giới thiệu ... cửa_hàng nhiệt tình . nhân_viên phục vụ chuyên nghiệp . rất hài lòng . sẽ giới thiệu bạn bè ủng hộ cửa_hàng nhiều hơn nữa cảm ơn cửa_hàng nhé,,Positive,Positive,,,,,Positive,,,
"Điện_thoại dùng mượt , giá bán hợp_lý , tôi rất hài_lòng với sản_phẩm này .",,,Positive,,,,Positive,,,,
"cửa_hàng tư vấn nhiệt tình , thân thiện . Máy 95 mà trông như 99 , xước chút sau mặt lưng , may không xước camera . Máy mượt , hiệu năng tốt , lq max setting combat fps 60-61 . Cường lực mang ra quán dán nhưng màn hình không ăn hết keo",,,Positive,,Positive,,,Positive,,,
Chất_lượng sản_phẩm : thiết_kế đơn_giản ; đóng_gói theo quy_cách thông_thường .,,,,,Neutral,Neutral,,,,,
sản_phẩm newseal đóng_gói chắc_chắn giao hàng nhanh cực hài_lòng luôn tối làm về khui sau kakakka cảm_ơn cửa hàng朗殺,,,,,,Positive,,,Positive,,
"Mua cho ngoại xài . Nguyên seal , trước_mắt thấy ổn",,,,,,,,,,Positive,
"Hiệu_năng quá tệ , máy giật lag khi mở app cơ_bản . Pin nóng khi sạc và tụt rất nhanh , chỉ sử_dụng được 2 tiếng rưỡi . Đóng_gói sơ_sài , không có hộp phụ_kiện . Chăm_sóc khách_hàng trả_lời chậm và vô_trách_nhiệm .",Negative,,Negative,,,Negative,,Negative,,,
Mô phật đã nhận được Vat,,,,,,,,,,,Neutral
Mức giá sản_phẩm đúng với giá được hiển_thị trên website tại thời_điểm tôi đặt_hàng .,,,,,,,Neutral,,,,
"Giao hàng nhanh . Kiểm_tra sơ_bộ máy hoạt_động tốt , không có vấn_đề gì .",,,,,,,,,Positive,,
cửa_hàng hỗ_trợ tốt nha mọi người . Bảo_hành okela nha,,,,,,,,Positive,,,
Giao hàng nhanh . Giống mô_tả trước_mắt dùng ổn,,,,,,,,,Positive,,
"Màu_sắc : đen Phân_loại : nguyên seal chất_lượng tốt , sử_dụng 1 esim . Khi vận_chuyển bị móp hộp",,,,,,,,,Negative,,
Màu máy : màu đen sản_phẩm : samsung a50s 4/6 4g b mình đã nhận máy rồi nha cửa_hàng yêu ơi máy còn rất là mới_cứng cáp full mọi chức_năng nha mình đã test qua thì tốt lắm chụp hình coi phim nghe nhạc rõ nét lắm giá_cả thì cũng vừa túi_tiền nói_chung không mong hơn gì được nữa với tầm giá_như thế_này mà có được chiếc điện_thoại sử_dụng tốt thì không đòi_hỏi gì hơn được nữa sẽ mua và ủng_hộ cửa_hàng thêm cái nữa nha,,Positive,,,,,Positive,,,Positive,
